name,description,average_score,class
The Crusoe Crew,"In The Crusoe Crew (a.k.a. Baiam or Kuala), you embody a character in an immersive story in which your choices guide your progress. You have a character sheet akin to those used in role-playing games that tracks your possessions, your special abilities, your coins, and your victory points. In general, gameplay consists in following the comic's panels &mdash; which contain clues, riddles and traps &mdash; and making choices about where to go and what to do, while using your visual perception to collect clues and be smart enough to resolve the riddles. As in any game, you can lose &mdash; sometimes really badly!&#10;&#10;What's different with this story compared to other Graphic Novel Adventure books is that The Crusoe Crew is for 1-4 players, and each player has their own book, embodying a particular character with special powers. Work together with others (albeit separately) to progress on islands full of adventures and brain twisters!&#10;&#10;",6.79,7
Heavy Metal - Power Armor Sourcebook,"From the back of the book: HEAVY METAL is the complete sourcebook for Power Armor, and is fully compatible with both the Living Steel Adventure Game and the Phoenix Command Combat System. The capabilities of eleven different types of Power Armor from the Seven Worlds, the Starguild, and the Dragoncrests are described, as well as dozens of weapons and a set of special rules for tracking damage to Power Armor suit systems. Included are: - Power Armor Capabilities and Systems - Special Power Armor Glancing, Hit Location, and Damage Rules - Status Sheets for all 11 Power Armor Types - Flechette, Slivergun, Gauss Gun, Lase, and Explosive Weapon Battlepacks - Over Two Dozen Auxiliary Packs - Neemis Enterprises' Templar Power Armor - Unique Dragoncrest Equipment, Capabilities and Systems - And full data for both Living Steel and Phoenix Command HEAVY METAL enhances the firepower and survivability of all types of Power Armor, and makes an ideal companion to Living Steel and to High-Tech gaming using Phoenix Command.",6.71429,7
StreetSoccer,"StreetSoccer is the name in the Netherlands (Dutch: Straatvoetbal) for how soccer is played in parks or squares in cities and villages.&#10;In this game 2 StreetSoccer teams play a 25 'minute' match. &#10;The soccer field is 10 spaces long and 6 wide (plus spaces outside the lines).&#10;The 2 players of this game both are coaches of one team. &#10;Both coaches have 5 StreetSoccer player figures (incl. the goalie). &#10;A die determines your number of spaces to move one of your figures. If you reach the ball you shoot the ball by the unused number of pips on the die plus one, and can make passes between players of your team. &#10;The die makes luck a part of this game. But your choices, like which player you move to which field and where to pass the ball are very important. For the following turns you calculate chances for your opponent and yourself and you try to have your players in good positions for later situations.&#10;&#10;",6.53,7
Conklin's Atlas of the Worlds and Handy Manual of Useful Information,"A sourcebook for Space: 1889 including a wealth of information about not only Earth, but also the Moon, Mercury, Venus and Mars. The sections include maps, encounter charts, background information and animal descriptions. The information on Earth includes a timeline, the geography and politics of 1889, and more details on Africa such as King Solomon's Mines. The book is printed in black, white and blue with several full colour maps.",6.8,7
Torn Asunder: Critical Hits,"[From the publisher] Torn Asunder pulls no punches; it provides a realistic and effective injury system for d20, covering all creatures, anatomies, and body types. Included as well are rules for natural healing, scarification, and herbal treatments. Torn Asunder also provides a wide variety of resources allowing characters to take advantage of the new system, from quick and precise prestige classes to devastating weapons to powerful and essential magical devices. Don't just beat your opponents into submission, tear them limb from limb.",6.625,7
Player's Handbook (D&D 3.5e),"Generally known as ""Player's Handbook v3.5"" From the publisher's website: Endless adventure and untold excitement await! Prepare to venture forth with your bold compaions into a world of heroic fantasy. Within these pages, you'll discover all the tools and options you need to create characters worthy of song and legend for the Dungeons & Dragons roleplaying game. The revised Player's Handbook is the definitive rulebook for the Dungeons & Dragons game. It contains complete rules for the newest edition and is an essential purchase for anyone who wants to play the game. The revised Player's Handbook received revisions to character classes to make them more balanced, including updates to the bard, druid, monk, paladin, and ranger. Spell lists for characters have been revised and some spell levels adjusted. Skills have been consolidated somewhat and clarified. A larger number of feats have been added to give even more options for character customization in this area. In addition, the new and revised content instructs players on how to take full advantage of the tie-in D&D miniatures line planned to release in the fall of 2003 from Wizards of the Coast, Inc. Expanded by; Player's Handbook V.3.5 Web Enhancement",7.36155,7
Wildspace,"From the back: On a busy day in the marketplace, something hurtles down out of a clear sky. When the dust clears, you see that it's a ship's anchor, attached to a rope that stretches up as far as the eye can see. What do you do? Pull your AD&D game players up the rope and into the astounding universe of fantasy space! Send their spacegoing galleon, the Skyrunner, across the vast reaches of Wildspace. Drop them in the Hive, the largest dungeon ever created. Then pit them against the Ravager, a monster that threatens the characters' homeworld! Wildspace is the first adventure for the AD&D Spelljammer Campaign Set. The Spelljammer boxed set is required to play. This 64-page adventure fits easily into your existing campaign, as either a change of pace from groundling adventures or the beginning of a new career in space. This adventure is designed for four to six player characters of levels 6 to 8.",6.79333,7
The Clans: Warriors of Kerensky,"From the back of the book: ""For twelve long years, the Clans have savaged Inner Sphere worlds and armies alike. But who are they? What drives them? This comprehensive report finally puts to rest more than a decade's worth of speculation about the decendants of Kerensky. The information in this document may be the Inner Sphere's greatest weapon against their Clan foes. The Clans: Warriors of Kerensky describes in detail all the elements that forged the Clans into the ultimate warrior society, including their history, government, customs and homeworlds. This book also covers the Clans' current status and holdings, including a map of Clan space. The Clans: Warriors of Kerensky also features the insignias of each of the original twenty Clans.""",7.0,7
Bonds of Blood and Honour,"From the introduction: ""Bonds of Blood and Honour"" is an introductory adventure for A Game of Thrones RPG. It is structured around the ""Noble House"" campaign style. It is not completely scripted, and requires the GM to fl esh out certain details and make important decisions about some aspects of the plot. Additionally, it does not provide stat write-ups for the major NPCs, instead referring to the sample NPCs from the core rulebook. Note that the adventure is written for the d20-based Open Gaming rules, but includes the corresponding Tri-Stat System rules [italicised, in brackets], when appropriate. This adventure assumes that all of the player characters are loyal retainers of or nobles related to House Locke of Oldcastle, a minor house of the North. The players can either use the pre-generated characters found with this adventure, or create new characters to fit into House Locke. House Locke is not detailed in the core rulebook, but is a minor house, similar to House Umber. Its chief members are described herein under Personalities of House Locke.",7.0,7
Kodama Duo,"Kodama Duo is a two-player standalone version of Kodama: The Tree Spirits and a 6th player expansion. You will grow a tree by placing branch cards in clever arrangements, making a happy home for your Kodama!&#10;&#10;Kodama Duo is a card placement game for 2 players that plays in 30 minutes. Players will turn over one Decree card per season to set the unique conditions. During the Growing Phase, players take turns revealing branch cards and splitting them into two piles until each player has added four branch cards to their tree. In the Kodama phase, players will each choose one of their Kodama to score and live in their tree. The game last 3 seasons (12 turns) and whoever cares for their Kodama best will be remembered for generations!&#10;&#10;There are a couple of cool twists on the original Kodama rules for Duo.&#10;&#10;First, instead of a display of branch cards to choose, each turn one player (the splitter) will reveal three branch cards from the deck. They will then split those cards into two piles. The other player (the chooser) will select one of the branch piles. The other pile will go to the splitter. Then, both players will add one of the branch cards they received to their tree. The player who received two branch cards will discard the extra card.&#10;&#10;Second, Duo introduces spirit tokens, which are tokens with the six features from Kodama. After the player that received two branch cards discards one, the other player receives a spirit token from the discarded branch card. They pick one of the features from that card and take the corresponding spirit token. That player then places that token over one of the icons on their tree. This allows interesting scoring interactions as feature chains can be shortened or lengthened to increase the scoring potential for future branch placements.&#10;&#10;Additionally, most of the new Kodama cards and Decree cards interact with the spirit tokens and splitter/chooser mechanic. All of these changes provide an interesting twist on the core mechanics you already love about Kodama.&#10;&#10;Duo also introduces the ability to play Kodama: the Tree Spirits with six players. With this update, we've included new rules for branch selection. Each player will secretly choose from four branch cards simultaneously in a draft format. Players will also be allowed to place and score their branch cards simultaneously. This will shorten the downtime that could have been added by including more players.&#10;&#10;",6.87,7
Assault of the Giants,"Description from the publisher:&#10;&#10;Based on the story first presented in the Storm King&rsquo;s Thunder adventure from Dungeons &amp; Dragons, Assault of the Giants is a new board game designed by Andrew Parks for 3-6 players. Players will need to command armies of giants as they wage war throughout northwest Faer&ucirc;n. Order your giants to assault small folk villages and cities to score points and secure resources including food, artifacts, ore, and runes.&#10;&#10;Each player issues commands to their giants in the form of command cards (recruit, move, attack, pillage, and so on). This allows players to recruit new giants, send them out to attack settlements and other giants, and also to pursue special agendas based upon their race. Each player represents a different giant race (hill giants, stone giants, frost giants, fire giants, cloud giants, or storm giants), each with a different agenda.  For example, the Storm Giants seek to restore their lost monarch, King Hekaton. The Cloud Giants seek an ancient dragon treasure trove, and the Hill Giants seek an abundance of food with which to feed their massive monarch, Chief Guh.&#10;&#10;Contents include 12 Giants miniatures, injection molded in color, measuring from approximately 60mm to over 90mm in height, and three Giantslayers.&#10;&#10;Preliminary FAQ: https://boardgamegeek.com/thread/1730050/assault-giants-preliminary-faq&#10;&#10;Official Variants: https://boardgamegeek.com/article/26201496&#10;&#10;",6.74,7
Ribbit,"&quot;Turtles are not always in a hurry, but even they get to be in a race to try and become the first turtle to get to the tasty salad at the other end of the field. But since turtles don&rsquo;t have a lot of endurance, they like to rest once in a while &ndash; preferably on the back of another turtle so that they can get carried for a little while.&quot;&#10;&#10;Before starting the game, each player secretly draws a color to know which turtles they are with. Turtles' movement is controlled by cards drawn from a common pool (always chosen from 5 cards in hand). These cards depict colored (one-color or rainbow) turtles and movement (1 or 2 steps forward, 1 step backwards; also, in case of some rainbow-colored turtle cards, moving the last turtle forward). When a turtle moves on a space where another turle is waiting, it is placed on the top of that turtle. When a turtle with other turtles on its back is moved, all the other turtles on top of it are carried with this turtle. The first turtle to reach the last field wins.&#10;&#10;&mdash;description from Spielbox&#10;&#10;&quot;Ribbit&quot;, SimplyFun's 2007 reprint, has frogs instead of turtles.&#10;&#10;Schildkr&#195;&#182;tenrennen FAQ&#10;&#10;5 and up&#10;&#10;",6.78,7
Whirling Witchcraft,"Being a witch is all about wielding powerful magical ingredients &mdash; but a witch can wield only so much power before everything blows up in their face. Choose your recipes wisely to clear your workbench and stick others with too much raw material because the first player to overflow their nemesis' cauldron with enough ingredients wins!&#10;&#10;In Whirling Witchcraft, you start with a hand of four recipe cards, as well as a number of ingredients on your workbench; ingredients come in five types, and you have a limited number of spaces for each type on your workbench.&#10;&#10;Everyone plays simultaneously during each round. You all choose and reveal a recipe from your hand at the same time, then you can use as many recipes in play in front of you as you wish to convert and transform ingredients. Maybe you'll turn a mushroom into the harder-to-find mandrake, then you can turn two mandrakes (using an older one and the one you just created) to make three mushrooms. You can use each recipe at most once a round, and when you're finished, place all of the final ingredients into a cauldron, then pass it to your neighbor on the right. They must then fit all of these ingredients on their workbench &mdash; and if they can't, they must return the &quot;extra&quot; ingredients to you for placement in your &quot;Witch's Circle&quot;.&#10;&#10;If you now have at least five ingredients in your Witch's Circle, the game ends and you win; otherwise you all pass your recipe cards in hand to the player on your left, refill your hand to four cards, then start a new round.&#10;&#10;The game includes personality cards you can use to give each player a unique power, in addition to a different set of starting ingredients. Some recipes can be played in either of two directions to help you customize how you transform ingredients, and recipes might also have arcana symbols that give you bonus powers when you collect enough of them.&#10;&#10;Can you put together the right cookbook to land your neighbor in hot water?&#10;&#10;",7.3,7
Trek 12: Himalaya,"Trek 12 is a roll-and-write alpinism game, with progressive difficulty levels and more. To score points, you have to create chains of consecutive numbers from 0 to 12 and areas of a same number.&#10;&#10;A game is composed of 19 rolls of two six-sided dice, with one die having values from 1 to 6, and the other from 0 to 5. After each roll, the player must combine both die values to obtain the number to place. You can:&#10;&#10;&#10;     Add the values of the two dice&#10;     Subtract the value of one die from the other&#10;     Multiply the value of the two dice&#10;     Keep the higher value of the two dice&#10;     Keep the lower value of the two dice&#10;&#10;&#10;Be careful as you may choose each of these options at most four times during a game. After placing your first number on the game sheet, you must place each subsequent number in a space adjacent to one already filled. You try to make chains and develop areas. Players also have access to several bonus elements to earn during a game.&#10;&#10;At the end of a game, numbers that belong to neither a chain nor an area give you minus points. The same applies if you have to place a number greater than 12...&#10;&#10;Trek 12 contains three different sheet pads to add narrative with three progressive difficulty levels.&#10;&#10;&mdash;description from the publisher&#10;&#10;",7.0,7
Massive Darkness,"Massive Darkness brings the classic fantasy RPG experience to modern board gaming, with an action-packed campaign chock full of gorgeous miniatures and a streamlined system that keeps the focus on the heroes' actions, with no need for a game master to control the enemies.&#10;&#10;Using the popular Zombicide system as a starting point, Massive Darkness adds all the richness of a dungeon crawl RPG. Pick your hero, choose a class, decide on which skills to spend your XP, and get loot by searching the dungeon or killing special enemies that can use the equipment against you! Face a multitude of different enemy types, coming in all shapes and sizes, whose behavior is resolved automatically...or you can try to sneak around enemies by taking advantage of dark areas of the map.&#10;&#10;Players begin their adventure in Massive Darkness by picking a Hero &ndash; each with two special starting skills &ndash; and pair them with a Class of their choosing. Depending on the combination, another skill can be unlocked, giving players a wide range of choices and play styles. In Massive Darkness, the created Heroes go on Quests, killing monsters, collecting loot, and gaining XP. Players spend their XP to unlock new Skills, growing more powerful as the Quest progresses.&#10;&#10;Throughout the game, players encounter different monsters, including Minions, Agents, Roaming Monsters, and Bosses. An unique mechanism of the game is the Guardian. Any of the monster types have a chance of spawning as a Guardian, meaning it will use a random piece of equipment in the fight against Heroes. However, if players are able to overcome this difficult encounter, they will acquire that piece of loot!&#10;&#10;",7.2,7
Red Doom,"From the back cover: RED ALERT! RED ALERT! The Russians are here! Two titanic teams of Communist Champions are ready to take on all comers! These refugees and patriots, criminals and killers are out to make the world safe for Marxism. They are as powerful as the motherland and as current as today's headlines. Only your heroes can stand against them. Will you face down the Soviets without blowing up the world? Red Doom is an organization supplement for Champions. It details the Supreme Soviets and the Comintern, the official hero-teams of the Soviet Union and the Warsaw Pact, respectively. The supplement also includes descriptions of nine other Soviet Supers like Bolshevik Barracuda and General Mayhem. Six commie-stomping adventures can easily be inserted into any campaign. These dedicated villains wander the world pursuing anything that might give the Soviet Union or Eastern Europe an advantage - technological, intellectual, moral, magical - whatever. Protect freedom and democracy once and for all. Just say Nyet to the Supremem Soviets.",7.0,7
Super Agents,"From back cover Super-Agents tells you how to run super-agents as player characters, as the focus of a campaign. It covers character and agency creation, combat and equipment, and provides agency histories and scenarios. Additionally, numerous vehicles and headquarters are laid out in Champions style. The extensive materials provided may also be used as guidelines for setting up large agency groups as NPC's in a campaign. You need Champions or Danger International to play, but it's even better when you use both.",7.0,7
OGL Cybernet: Cyberpunk Roleplaying,"From the back cover: OGL Cybernet - Cyberpunk Roleplaying lets you and your friends explore the grim and gritty world of cyberpunk. Whether you explore the web, hire yourself out as a cyber-equipped gunslinger or oppose the system from within, you can take up one of over a dozen classes and advanced classes to oppose the dominance of corporations and earn your way in a world of control.",7.25,7
Rifts Game Master Reference Screen,Three Panel GM Reference Screen for Rifts containing the folowing charts Attribute Bonus Chart Hand to Hand Skills MD for Supernatural Strength Repair Rates Missiles Salvage Rates Equipment Table Random Encounter Table Quick NPC Generation table,7.2,7
The Alpha,"Lead your wolf pack as you claim territory, search for food, and hunt prey. After a successful hunt, you may enter a conflict with another pack. If that happens, you will have to decide whether you want to risk injury by fighting to keep the food for your own pack, or risk giving up all the food found in the region by sharing with the other pack.&#10;&#10;In The Alpha, players control a wolf pack, leading wolves on a search for food. The Near Forest includes easier to catch, but lower value prey. The Far Forest has larger prey that are more difficult to attack, but if successful can result in great reward. &#10;You will lead your wolves through four stages of the hunt:&#10;&#10;     STALK - Send your wolves to hunt in various regions of the forest and outnumber rival packs to become dominant in the area.&#10;     CHASE &ndash; Roll the dice for the region to determine the success of the hunt.&#10;     RESOLVE &ndash; Enter conflict and decide whether to fight or share food with other packs in the region.&#10;     ADVANCE &ndash; Move your wolf on the food track to indicate the amount of food secured during the hunt.&#10;&#10;&#10;At the end of 5 weeks (rounds), the wolf pack with the most food will be declared The Alpha.&#10;&#10;&mdash;description from the publisher&#10;&#10;",6.86,7
For Your Information,"Gamesmaster [sic] Supplement for the James Bond 007 RPG. Small boxed set includes a supplemental rule book, NPC cards, MI6 letterhead paper, MI6 For Your Eyes Only envelopes, and MI6 Top Secret letterhead paper.",7.29,7
Divinity Derby,"Zeus has invited a bunch of divine friends, including a couple of new ones, from all around the Multiverse for a little get-together on Mount Olympus&hellip;and you are one of them! After a few rounds of ambrosia, soon the racing and betting begins, with the Olympic &quot;All-father&quot; as the ultimate judge.&#10;&#10;Divinity Derby is a fun and fast betting and racing game for 3 to 6 players, with a clever &quot;shared hand&quot; card mechanism. Players, as god-like beings betting on the race of six flying creatures, share a cardholder with each neighbor, and every turn they play one card from each shared card holder. Are you able to guess what your neighbor's intentions and secret bets are and make the best use of the shared knowledge to win your bets?&#10;&#10;With beautiful components, colorful art, and simple but engaging gameplay, Divinity Derby is suitable for players of all ages and skill levels.&#10;&#10;",6.84,7
Field of Glory: The Card Game,"Field of Glory: The Card Game is a quick-playing game for two players inspired by Field of Glory, the miniatures rule system designed by Richard Bodley Scott for ancient and medieval tabletop battles.&#10;&#10;The game is split into two parts. You first decide with which units to fight, constructing a deck of 24 unit cards. You then fight a battle across a battlefield made up of five terrain cards; to win the game, you must take control of three of these terrain cards. The army cards represent the main troop types of the period, such as heavy infantry, light cavalry and elephants, each having its own strengths and weaknesses. To be able to play units onto the battlefield, you must discard other cards to pay the movement costs involved, giving you a number of difficult decisions to make.&#10;&#10;Field of Glory: The Card Game is of medium complexity and should take 20-30 minutes to play.&#10;&#10;",6.57,7
Vampire: The Masquerade – Vendetta,"Vendetta is a game of area control, bluff and treachery in which you scheme and fight for influence and power as immortal vampires! Play cards and blood to earn the control of influential humans, feed on them, and make them your servants; your goal is to gain the most influence over three ages. You draft cards at the beginning of the game, then gradually draw an increasing number of cards from your deck at the beginning of each age (i.e., all the cards you had during the previous age, plus new ones).&#10;&#10;While playing, you get to know the powers and abilities of your opponents during your centuries-long struggle, but they do the same with you &mdash; and you can never know which new tricks they may have added to their arsenal since your last encounter!&#10;&#10;",7.37,7
What's My Word?,"From the game box&#10;My Word! is a fascinating battle of wits for two people&#10;&#10;How My Word! is played&#10;You attempt to discover your opponent's Gamewords by using Guesswords with letters that not only appear in the Gameword, but that also fall in matching position. By the last turn of each round, if you are clever enough, you will be able to correctly name your opponent's Gameword and score a special bonus. You are the winner in My Word! if you have the higher score at the end of two rounds of play.&#10;&#10;",7.12,7
Second World War at Sea: Bomb Alley,"For three years, Britain's Royal Navy and Italy's Regia Marina waged a ferocious battle for control of the Mediterranean Sea. Fifty scenarios re-create these struggles: the battleship duels at Cape Teulada, First Sirte, Second Sirte and Cape Matapan. The convoys to Malta. The Italian torpedo boat Lupo's defeat of two British cruisers.&#10;&#10;This is the ultimate World War 2 naval game, from the team that gave you SOPAC and Midway.&#10;&#10;Per Avalanche Press Bomb Alley has gone out of print. This version is not coming back. A new, bigger, version is called Regia Marina and is in print.&#10;&#10;",7.18,7
Clue: The Great Museum Caper,"This is a semi-cooperative game which puts the &quot;thief&quot; against the rest of the players, who take the role of detectives.  As the thief, you secretly plot your movements around a private art museum.  As you go, the detectives take turns trying to find you with their eyes, the video cameras, or motion detectors.  You can deactivate the cameras, and you can even cut off the power to the entire museum to mask your movements.  Another advantage is that the thief gets a turn after every detective's individual turn.&#10;&#10;Another problem for the detectives is the fact that, once the thief has picked up a painting, she can take her next turn before removing the painting from the gameboard.  The good guys know the vicinity, but won't know her exact location, as the thief is now up to 3 squares away from that spot. If a detective ever spots you with the naked eye, secret movement is over, and the thief's token is placed on the board for all to see.  This can get frantic, since the thief can only move 1-3 spaces, while detectives roll a d6 for movement!&#10;&#10;The thief player has to decide when to attempt a getaway. The catch is, some of the windows and doors are locked.  There are actual lock pieces, and you must flip over the one you are attempting to open (instant detective frenzy!). If she has stolen 3 paintings (in a one-off game), and manages to get out, she wins.  In a tournament style game, each player gets a turn at being the thief, so the number of paintings needed will vary based on the other players' scores.&#10;&#10;1991 Mensa Select&#10;&#10;Also selected by Family Fun Magazine as one of the best games.&#10;&#10;Original name by inventors was Heist. Clue name was added for marketing purposes when the game was licensed with Parker Brothers.&#10;&#10;Similar to&#10;&#10;    Scotland Yard&#10;    The Fury of Dracula&#10;    Specter Ops&#10;&#10;&#10;",6.77,7
Spellbound,"You are spellbound. As a novice mage leaving the tower for the first time, you thought you were invincible. Taking on evil Baba Yaga the witch was, perhaps, not a good idea. Her hands became a blur, her mouth moved and her spell hit you between the eyes. It was two days before you woke up, four days before you could speak, and seven days before you remembered your name. No whisky was even involved. Some parts of your body have been enlarged &ndash; and some shrunk. Shoes are going to be expensive for sometime. The less said about your nose, the better. It is now time to take matters into your own (now quite large) hands.&#10;&#10;The Spell de Spiel is hidden in spellbooks scattered throughout the land. Find the books and cast the spell, and you can banish the witch and return to your normal size. However, watch out! The witch is powerful. Maybe the good creatures of the land will come to your aid. Centaurs may gallop, dragons may fly, and even the crusty old librarian could research some dusty tomes. Vampires, for once, are keen to get their teeth into the action. Even the truculent dwarves might arrive in time to help (with their small-man syndrome axes). You need to act now. The witch grows ever stronger. Skeletons and goblin spider-riders are not traditionally known for their sense of humor. Can you recover the spellbooks, defeat the Witch and her allies, and have bards sing your praises for evermore?&#10;&#10;It is a time for justice, a time for change, a time for heroes. With big feet. And big noses. Spellbound &ndash; the story is yours for the telling...&#10;&#10;Spellbound, a co-operative, deck-building game playable in one hour for 1-4 players, is Fragor Games' Spiel 2012 release with 1,000 copies available. (Note: This game is an English language edition due to some of the cards having English text. German rules will be made available with card translations.)&#10;&#10;",6.8,7
The Book of Shadows: Mage Players Guide,"By My Will, So It Is Done! ""We are the shapers of reality, the masters of the Path. We move the Wheel of Creation on its forward course and counter those who would freeze the wheel in its tracks. ""Now if we could only cooperate, we'd be in business!"" - Porthos, Drui'shi Master of the Order of Hermes Magickal Lore of the Ages A Book of Shadows is a journal of the Path, a tome of revelations for the followers of magick. In this Book of Shadows, mage players and Storytellers will uncover lost secrets of the Traditions and their rivals. This is a valuable tome for mages everywhere! The Mage Players Guide includes: New rotes, Talsimans, Abilities, Merits, Flaws, and details about the elusive Ahl-i-Batin; in-depth truths about the factions of magick and the Path of Ascension; Expanded rules for magick, foci, familiars and more!",6.62195,7
The Lost Expedition,"Description from the publisher:&#10;&#10;Legendary explorer Percy Fawcett marched deep into the Amazon in search of El Dorado. He was never seen again. Your team has gone in search of him, but now you hope to escape the jungle with the greatest treasure of all: your life.&#10;&#10;Make the best of your food, your ammunition, and your health in The Lost Expedition as you plunge deep into the jungle. Choose your path carefully to ensure you're ready for the pitfalls that may occur. Play solo or cooperatively to survive the expedition, or play in teams to see which group can escape the jungle first.&#10;&#10;Errata:&#10;In the 'head-to-head' rules, the diagram shows more cards than can legally be played. The rules-as-written are correct.&#10;&#10;",7.07,7
GURPS Ultra-Tech (First Edition),"""A Sourcebook of Weapons & Equipment for Future Ages"" This sourcebook covered GURPS tech levels 8 to 16 (near future to far far future). It covers weapons, computers, medicine, vehicles and gadgets of all sorts. Indispensable to any GURPS-based science campaign.",6.77273,7
Saboteur,"Players take on the role of dwarves. As miners, they are in a mine, hunting for gold. Suddenly, a pick axe swings down and shatters the mine lamp. The saboteur has struck. But which of the players are saboteurs? Will you find the gold, or will the fiendish actions of the saboteurs lead them to it first? After three rounds, the player with the most gold is the winner.&#10;&#10;With the help of Dwarf Cards, the players are assigned their role: either miner or saboteur. The roles are kept secret- they are only revealed at the end of the round.&#10;&#10;The Start Card and the three Goal Cards are placed onto the table, each seven cards away from the start and one card between each Goal Card. The Goal Cards are placed face-down. The gold is on one of the Goal Cards, but nobody knows which.&#10;&#10;Players have cards in hand. On a player's turn, he must do one of three things: place a Path Card into the mine, play an Action Card in front of a player, or pass.&#10;&#10;The Path Cards form paths leading to the Goal Cards. Path Cards must be played next to a already-played Path Card. All paths on the Path Card must match those on the already-played cards, and Path Cards may not be played sideways.&#10;&#10;The miners are trying to build an uninterrupted path from the Start Card to a Goal Card, while the saboteurs are trying to prevent this. They shouldn't try and be too obvious about it, however, lest they be immediately discovered.&#10;&#10;Action Cards can be placed in front of any player, including oneself. Action Cards let the players help or hinder one another, as well as obtain information about the Goal Cards.&#10;&#10;Once a player places a Path Card that reaches the gold, the round is over. The miners have won and receive cards with gold pieces as their reward.&#10;&#10;The round is also over if the gold could not be reached. In that case, the saboteurs have won and receive the gold pieces.&#10;&#10;Once the Gold Cards have been distributed, the next round begins. The game is over at the end of the third round, with the player with the most gold pieces being the winner.&#10;&#10;",6.56,7
Arkham Noir: Case #2 – Called Forth By Thunder,"Randolph Carter is sitting across from your desk. &quot;The state police have strongly advised me to stay out of the area.&quot; One dead companion and two others missing, presumed dead; Carter was old money, which went a long way towards explaining why he wasn't in jail. &quot;Uh huh&quot; is all the enthusiasm you can muster. He continues: &quot;We were looking into the creeping death stalking the locals. Poor, squatter types, descendants of the Dutch colonists that once claimed the land. Typer put me on to it, and now he's nowhere to be found, of course. Things got out of hand, and I wonder if you&rsquo;d finish looking into it for me?&quot; Old money trumps no money when the rent is due, so you tell him you'll motor out to the Catskills and poke around. &quot;Bring an umbrella. There are an awful lot of storms in the area.&quot;&#10;&#10;Arkham Noir is a solitaire card game inspired by the interconnected stories of H. P. Lovecraft and other authors, re-imagined as noir detective stories. Each case stands alone. In Case #2 &ndash; Called Forth By Thunder, as private investigator Howard Lovecraft, you will investigate events based on the stories: &quot;The Lurking Fear&quot; (1923) and &quot;The Diary of Alonzo Typer&quot; (1938). New elements such as storm cards and formula cards are introduced, which will force players to face the new challenge in a different way.&#10;&#10;&bull;&bull;&bull;&#10;&#10;&ndash;La polic&iacute;a estatal me ha aconsejado encarecidamente que me mantenga alejado de ese lugar. Un compa&ntilde;ero ha perdido la vida y otros dos contin&uacute;an desaparecidos, presumiblemente tambi&eacute;n muertos.&#10;Randolph Carter, sentado frente a mi escritorio, era de familia ilustre, lo que en parte explica por qu&eacute; no estaba en la c&aacute;rcel.&#10;&ndash;Aj&aacute;, &iquest;eso es todo el entusiasmo que puedes reunir? &ndash;continu&oacute;.&#10;Investig&aacute;bamos las extra&ntilde;as muertes de los lugare&ntilde;os, gente humilde, descendientes de colonos holandeses que una vez reclamaron esa tierra.&#10;&ndash;Typer me meti&oacute; en esto y ahora ha desaparecido. Las cosas se nos fueron de las manos&hellip; Me pregunto si terminar&iacute;as la investigaci&oacute;n por m&iacute;. Mi apellido no ayuda cuando se trata de pagar el alquiler. Diles que te dirigir&aacute;s al bosque de Catskills y mant&eacute;n los ojos bien abiertos. No olvides el paraguas. Las tormentas son frecuentes en la zona.&#10;&#10;Ponte en la piel del investigador privado Howard Lovecraft e indaga en los sucesos basados en los relatos: &ldquo;El diario de Alonzo Typer&rdquo; (1938) y &ldquo;El horror oculto&rdquo; (1923).&#10;&#10;Arkham Noir es un juego inspirado en la interconexi&oacute;n de relatos de H. P. Lovecraft y otros autores, reinventados como historias detectivescas de novela negra. Cada caso de la serie Arkham Noir es independiente y se juega en solitario.&#10;&#10;En esta segunda enrtega, se introducen nuevos elementos como cartas de tormenta o las de f&oacute;rmula, que obligar&aacute;n a los jugadores a enfrentarse al nuevo reto de una manera diferente.&#10;&#10;",7.16,7
Psi World,"A role-playing game of Psionic Powers for a Gamemaster and any number of players. Players take the roles of characters with psionic powers in a world of normals who fear the Psis unjustifiably or the roles of government security forces in a world where society is truly threatened with takeover by a tiny minority with potent psionic powers. The choice of game style is your own. Included in the box set: PSI WORLD rules, complete and easily understandable. The PSI WORLD ADVENTURE with introductory adventures to get your campaign started. Master Character Sheet, suitable for photocopying. Game Master's Screen summarizing all major tables. 2 10-sided dice and 2 6-sided dice. Everything you need to begin play in an exciting world of adventure and psionic powers.",6.53846,7
Star Trek: Five-Year Mission,"Star Trek: Five-Year Mission is a cooperative dice placement game for 3-7 players who take the roles of crew members of either the USS Enterprise (from the original Star Trek series) or the USS Enterprise-D (from Star Trek: The Next Generation). Each crew member has a different ability and the crew&rsquo;s abilities differ for each crew.&#10;&#10;In these roles, players try to cooperatively solve a series of blue (easy), yellow (medium) and red (difficult) alerts to score points, attempting one of 6 different difficulty levels to win before failing five such alerts, or the Enterprise being destroyed. Players must deal with injuries which lock dice out of play, ship damage that can force players to attempt harder alerts, urgent events that must be completed in 3 minutes, the prime directive, as well as yellow and red alerts that force additional alerts cards to come into play pushing you closer to failing.&#10;&#10;",6.52,7
